actor_id,actor_name
1273,Simon Baron-Cohen
1274,George T. Odom
1275,Gregg Henry
1276,Byron Mann
1277,Jeff Anderson
1278,Jon Mack
1279,Tammy Blanchard
1280,America Olivo
1281,Roger Allam
1282,Nicolas Giraud
1283,Tracy Camilla Johns
1284,Mike Howard
1285,Blake Ritson
1286,Jim Norton
1287,Taylor Pigeon
1288,Alissa Dean
1289,Gary Lockwood
1290,Shona Kay
1291,Yuria Nara
1292,Thierry Harcourt
1293,Bobb'e J. Thompson
1294,Zubaida Sahar
1295,Lhakpa Dorji
1296,Ronald Colman
1297,Roger Lloyd Pack
1298,Jessica Dublin
1299,Jim Belushi
1300,David Alpay
1301,Magda Szubanski
1302,Raphael Sbarge
1303,Basher Savage
1304,Flaco Navaja
1305,Shantel VanSanten
1306,Fabio Testi
1307,Alex Macqueen
1308,Jaya Bhaduri
1309,Brigitte Bardot
1310,Roscoe Lee Browne
1311,Numan Acar
1312,Michael Chernus
1313,Anna Katarina
1314,Munro Chambers
1315,Louise Sorel
1316,Unax Ugalde
1317,Shelby Vischer
1318,Enrique Murciano
1319,Shawna Waldron
1320,Michael C. Williams
1321,Garry Cooper
1322,Mary Kay Place
1323,Mercedes Morán
1324,Johanna Braddy
1325,Jean Louisa Kelly
1326,Angelo Anthony Pizza
1327,Liv Ullmann
1328,Robbie Kay
1329,G.J. Echternkamp
1330,Lela Rochon
1331,Dash Mihok
1332,Craig Bierko
1333,Aries Spears
1334,Sayed Badreya
1335,Lara Pulver
1336,Randall Duk Kim
1337,James Babson
1338,Patricia Neal
1339,Lucy Boynton
1340,Eric Dane
1341,Gavin Newsom
1342,Mike Starr
1343,Michel Simon
1344,James Tumminia
1345,Erick Elias
1346,Bart Shatto
1347,Jud Tylor
1348,Glen Murphy
1349,Bhavkhandan Singh Rakhra
1350,Daniel von Bargen
1351,Ben Davies
1352,Brett Wagner
1353,Anella Vastola
1354,CJ Adams
1355,Ralph Ineson
1356,Simón Andreu
1357,Kristen Johnston
1358,Herbert Russell
1359,John Castle
1360,Mark Christopher Lawrence
1361,Pauline McLynn
1362,Mike Colter
1363,Ni Yan
1364,Beau Mirchoff
1365,Gary Stretch
1366,Taylor Blackwell
1367,Tamsin Egerton
1368,Diana Vickers
1369,Dreama Walker
1370,Cleavon Little
1371,Aki Aleong
1372,Suraj Sharma
1373,Adam DiMarco
1374,Marg Helgenberger
1375,Judie Aronson
1376,Wilhelm von Homburg
1377,Kelly Rutherford
1378,Robert John Burke
1379,Paul Sheehan
1380,Logan Browning
1381,Daniel Auteuil
1382,Kelvin Taylor
1383,Brian Keith
1384,Amanda Troop
1385,Jordan Lund
1386,Ruby Lin
1387,Jake Short
1388,Eric Elmosnino
1389,Jean Caffeine
1390,Wei Zhao
1391,Kira McLean
1392,Alan Dale
1393,Natasha Richardson
1394,Brendan Sexton III
1395,Pant Shirt Baba
1396,Jasmine Trinca
1397,Jacob Pitts
1398,Casper Christensen
1399,Amy Schumer
1400,Justin Theroux
1401,Tim Daly
1402,Mihalis Giannatos
1403,Vlad Ivanov
1404,Marina Sirtis
1405,Toby Hemingway
1406,Nataliya Vdovina
1407,Francis Capra
1408,Rene Rosado
1409,Claude Akins
1410,Dominick Brascia
1411,Rob Paulsen
1412,Moises Arias
1413,Adam Rayner
1414,Frank Whaley
1415,Michael Jeter
1416,Neil Hopkins
1417,Adam Sandler
1418,Kristin Scott Thomas
1419,Austin Nichols
1420,Romi Aboulafia
1421,Victor Rasuk
1422,Will Estes
1423,Johnny Depp
1424,Yaya DaCosta
1425,Megyn Price
1426,Tyler Hilton
1427,Eric Mendenhall
1428,Hye-jeong Kang
1429,Bipasha Basu
1430,Ser'Darius Blain
1431,Gillian Jacobs
1432,Abby Elliott
1433,Lauryn Hill
1434,Mitch Pileggi
1435,Connie Nielsen
1436,Sam Shepard
1437,David Kross
1438,Pat Hingle
1439,Lester Speight
1440,Daniel Brochu
1441,Ted Danson
1442,Stephen Collins
1443,Jane Bradbury
1444,G.W. Krauss
1445,Kesun Loder
1446,Helen Martin
1447,Irvin Kershner
1448,Erik Estrada
1449,Carol Block
1450,Marc John Jefferies
1451,Corey Johnson
1452,Emir Kusturica
1453,Joe Lo Truglio
1454,Jon Favreau
1455,Gilbert Roland
1456,Peter Wingfield
1457,Shauna Macdonald
1458,Jessica Hecht
1459,Lee J. Cobb
1460,Timothy Patrick Quill
1461,Melissa Altro
1462,Igor Zaripov
1463,Jim Rash
1464,Daryn Tufts
1465,Kate Maberly
1466,Leticia Brédice
1467,Tatsuo Matsumura
1468,Kelly Brook
1469,Victoria Learn
1470,Tom Hulce
1471,Sandra Echeverría
1472,50 Cent
1473,James Mason
1474,Christa Miller
1475,Nathan Lane
1476,Joe Armstrong
1477,Derek Brandon
1478,Sean Cameron Michael
1479,Carter Jenkins
1480,Katia Winter
1481,Bill Erwin
1482,Scandar Copti
1483,Alex Karpovsky
1484,Evelyn Jefferson
1485,Guillaume Denaiffe
1486,James Badge Dale
1487,Cathy Moriarty
1488,John McGlothlin
1489,Kate Magowan
1490,Patricia Heaton
1491,María Aura
1492,Julie Adams
1493,Sandrine Holt
1494,Carroll Baker
1495,Kelly Ripa
1496,James McCaffrey
1497,Maurice LaMarche
1498,Bernie Sanders
1499,Melina Kanakaredes
1500,Rachael Harris
1501,William Petersen
1502,Julian Morris
1503,Thure Lindhardt
1504,Peter Polycarpou
1505,Clu Gulager
1506,Barbara Carrera
1507,Emraan Hashmi
1508,Maia Morgenstern
1509,Candice Bergen
1510,Bianca Brigitte VanDamme
1511,Ane Dahl Torp
1512,Colin Stinton
1513,Maile Flanagan
1514,Paul Ben-Victor
1515,Jesper Christensen
1516,Heather Donahue
1517,Pierfrancesco Favino
1518,Anders Holm
1519,Olgierd Lukaszewicz
1520,Kurt Loder
1521,Philip Michael Thomas
1522,Anthony Heald
1523,Christo Jivkov
1524,Tamara Glynn
1525,J.B. Smoove
1526,Kristi Clainos
1527,Christa B. Allen
1528,Mike Beckingham
1529,Johnathan Hurley
1530,Jonathan Breck
1531,Lynda Boyd
1532,Hoyt Axton
1533,Beau Knapp
1534,Alan Pietruszewski
1535,Damien Garvey
1536,Miriama Smith
1537,Purva Bedi
1538,Tyler Labine
1539,Joan Chen
1540,Christian Kapper
1541,Stark Sands
1542,Nick Stahl
1543,Donnie Dunagan
1544,Isaac Hempstead Wright
1545,Devin Ratray
1546,Michael Landers
1547,Anthony Zerbe
1548,Lois Smith
1549,Birol Ünel
1550,Paul Scheer
1551,Dameon Clarke
1552,Abigail Evans
1553,Robert Miano
1554,Alexandra Silber
1555,Warren Oates
1556,Belinda Stewart-Wilson
1557,Mark Feuerstein
1558,Rodney Dangerfield
1559,Sandra Ellis Lafferty
1560,Tiffany Thornton
1561,Joey Lauren Adams
1562,Cinda McCain
1563,Anwar Congo
1564,Nehemiah Persoff
1565,Mia Farrow
1566,Jon Gunn
1567,Jennifer Ehle
1568,Albert Dupontel
1569,Erin Fitzgerald
1570,Sarah Gadon
1571,Louise Brooks
1572,Ashley Martin
1573,Vanessa Ferlito
1574,Cliff Robertson
1575,Anil Kumar
1576,Rita Moreno
1577,Charlie Korsmo
1578,Robert Redford
1579,Kate Dickie
1580,Keenan Wynn
1581,Pat Healy
1582,Ivana Baquero
1583,Adrienne Barbeau
1584,Britt Ekland
1585,Rick Macy
1586,Daniel Tay
1587,Rachel Dratch
1588,Courtney Gains
1589,Reiner Schwarz
1590,David Heyman
1591,Doug Brochu
1592,Michael Irby
1593,Roger Ashton-Griffiths
1594,Roxanne McKee
1595,Margarita Levieva
1596,Laura Flanders
1597,Sarah Lind
1598,Amber Benson
1599,Bruno Ganz
1600,Ben Platt
1601,Drew Waters
1602,Judith Chapman
1603,John Topor
1604,Lark Voorhies
1605,Lyubov Agapova
1606,Sean Pertwee
1607,Gabriela Castillo
1608,Rachel Korine
1609,Mary Page Keller
1610,Grant Bowler
1611,Debra Monk
1612,Matt Gerald
1613,Drew Sidora
1614,Michaela Conlin
1615,Albert Salmi
1616,Kevin Rahm
1617,Brandon Smith
1618,Mathew Buck
1619,Jan Decleir
1620,Dallas Roberts
1621,William Gates
1622,Ryan Donowho
1623,Osric Chau
1624,Lorna Raver
1625,Alicia Sixtos
1626,Jaime Zevallos
1627,Josh Robert Thompson
1628,Robert Taylor
1629,Lexie Contursi
1630,Jonathan D. Mellor
1631,John Light
1632,Will Beinbrink
1633,Melvin Van Peebles
1634,Om Puri
1635,Mike Nawrocki
1636,Rowan Isaacson
1637,Ryan Reynolds
1638,A. Michael Baldwin
1639,Scott Elrod
1640,John Beck
1641,Olivia Colman
1642,Peter Boyle
1643,Amy Ryan
1644,Keram Malicki-Sánchez
1645,Claudiu Trandafir
1646,Gyton Grantley
1647,Salma Hayek
1648,Landon Liboiron
1649,Dave Legeno
1650,Erin Bethea
1651,Michelle Nolden
1652,David Agranov
1653,Sabrina Revelle
1654,Ethan Embry
1655,Bruce Dinsmore
1656,Beth Grant
1657,Ian Tracey
1658,Isabella Rossellini
1659,Simon Chandler
1660,Ossie Davis
1661,Jessica Simpson
1662,Darren Boyd
1663,Amy Warren
1664,Jack Kao
1665,Jesuíta Barbosa
1666,Charlotte Stewart
1667,Paul McGillion
1668,Matt Craven
1669,Daston Kalili
1670,Timothy Webber
1671,Jennifer Hudson
1672,Greg Collins
1673,Richard Tyson
1674,Aaron Kwok
1675,Lane Smith
1676,Ann Morgan Guilbert
1677,Mickey Hart
1678,Anne Heche
1679,Khandi Alexander
1680,Florian Lukas
1681,Lucy Gordon
1682,Kathy Baker
1683,Elizabeth MacRae
1684,Phil Fish
1685,Chelsea Bond
1686,Nia Long
1687,Gary Jones
1688,Yûsuke Iseya
1689,Christopher Sommers
1690,Dana Ivey
1691,Timothée Chalamet
1692,Jeff Garlin
1693,Michelle Tabora
1694,Andy Davoli
1695,David Lewis
1696,Angell Conwell
1697,Kassie Wesley DePaiva
1698,Carrie Bradstreet
1699,Michael Wong
1700,Aunjanue Ellis
1701,Allen Leech
1702,Si Won Choi
1703,Lemmy
1704,Jonathan Caouette
1705,Haluk Bilginer
1706,Gary Weeks
1707,Jason Momoa
1708,Andrea Corr
1709,Sam McMurray
1710,Jenny Agutter
1711,Heather O'Rourke
1712,Nora Zehetner
1713,Jelena Jovanova
1714,Atom Egoyan
1715,Yuliya Snigir
1716,Craig Stark
1717,Oliver Cooper
1718,Dana Blackstone
1719,Matt Keeslar
1720,Alison Chand
1721,Fernanda Andrade
1722,Beth Riesgraf
1723,Louis Koo
1724,Toni Servillo
1725,Richard Burgi
1726,Anslem Richardson
1727,Perdita Weeks
1728,David Wayne
1729,Roseanne Barr
1730,Common
1731,Bruno Kirby
1732,Amy Irving
1733,Cecil Kellaway
1734,Jessica Lindsey
1735,Tony Bonner
1736,Zachary Knighton
1737,Currie Graham
1738,Annelyse Ahmad
1739,Carol Channing
1740,Chiaki Kuriyama
1741,Sandra Staggs
1742,Sheridan Smith
1743,Mike Epps
1744,Vanna White
1745,Yul Vazquez
1746,Robin Shou
1747,Dalip Singh
1748,Evan Ross
1749,Bob Proctor
1750,Matt Shively
1751,Laura Breckenridge
1752,Johnny Whitworth
1753,Paz de la Huerta
1754,Rus Blackwell
1755,Julia Nickson
1756,David Ramsey
1757,Jim Broadbent
1758,Lloyd Kaufman
1759,Adrian Paul
1760,Jan-Michael Vincent
1761,Vanessa Williams
1762,Hassan Johnson
1763,Alan Bates
1764,Linda Lovelace
1765,Eduardo Noriega
1766,Jason Tobin
1767,Liam Neeson
1768,Peter McNamara
1769,Yeong-ae Lee
1770,Angus Macfadyen
1771,Montgomery Clift
1772,Nonso Anozie
1773,Ramon Rodriguez
1774,Eric Cantona
1775,Kenneth Williams
1776,Alison Brie
1777,Natascha McElhone
1778,Keshia Knight Pulliam
1779,Nancy Allen
1780,Max Gail
1781,Matthew Glave
1782,Matthew Lawrence
1783,Brandon T. Jackson
1784,Brian Anthony Wilson
1785,Nacho Vigalondo
1786,Christopher Evan Welch
1787,Dominic Monaghan
1788,Summer Napoles
1789,Bob Balaban
1790,Huey Lewis
1791,Peter Spellos
1792,Nataniel Sánchez
1793,Megan Charpentier
1794,Shaun Sipos
1795,Nargess Mamizadeh
1796,Min-sik Choi
1797,Travis Myers
1798,Jason Lewis
1799,Chrystale Wilson
1800,Darryl Cox
1801,Kieu Chinh
1802,Patrick Renna
1803,Josh Meyers
1804,Matt Bomer
1805,Scott Vance
1806,Alan Brent
1807,Brooke Smith
1808,Jake Busey
1809,Marcel Iures
1810,Don Francks
1811,Jennifer Lafleur
1812,André Wilms
1813,Robert Mitchum
1814,Jesse McCartney
1815,John F. Kennedy
1816,Eddie Baroo
1817,Susan Chambers
1818,Melissa Benoist
1819,Ben Browder
1820,Leah Remini
1821,Jung-jae Lee
1822,Lia Tucker
1823,Chelan Simmons
1824,Bob Newhart
1825,Wilson Guerrero
1826,Sedona James
1827,Jo Prestia
1828,Sara Stewart
1829,Nellie Sciutto
1830,Eoin Macken
1831,Krystyna Janda
1832,Harrison Gilbertson
1833,Joel Courtney
1834,Garcelle Beauvais
1835,Jon Tenney
1836,Tchéky Karyo
1837,Jesse James
1838,Michael Byrne
1839,Frank Langella
1840,Robin Weigert
1841,Edmund McMillen
1842,Cliff Edwards
1843,Bob Ross
1844,Rae Dawn Chong
1845,Tom Berenger
1846,Hannah Murray
1847,Ashley Tramonte
1848,Meat Loaf
1849,Michael McGlone
1850,Daniel Bernhardt
1851,Norma Aleandro
1852,Justin Edward Seale
1853,Olaf Lubaszenko
1854,DeWayne Warren
1855,Desmond Askew
1856,Will Oldham
1857,Gabriel Bateman
1858,Raymond J. Barry
1859,Dove Cameron
1860,William Lucking
1861,Ben Daniels
1862,Emily Pearson
1863,Josh Hamilton
1864,Arjun Rampal
1865,Carmen Argenziano
1866,Jeffrey Falcon
1867,Michael Nardone
1868,Stafford Douglas
1869,Tamara Toumanova
1870,Macaulay Culkin
1871,Stephen Henderson
1872,Alastair Duncan
1873,Fred Ward
1874,Priscilla Presley
1875,James Cullen Bressack
1876,Tal Bachman
1877,Sameer Ali Khan
1878,Amy Badberg
1879,Peter Breitmayer
1880,Peter Krause
1881,Paul Brannigan
1882,Eddie Cahill
1883,Amy Sedaris
1884,Charles Napier
1885,Zaide Silvia Gutiérrez
1886,Jake Wood
1887,Merry Clayton
1888,Lesley-Anne Down
1889,Stanley Blystone
1890,Garrett Ryan
1891,Glen Powell
1892,Daryl Hannah
1893,Vincent Perez
1894,Essie Davis
1895,Brandy Norwood
1896,Lexa Doig
1897,Sarah Wright
1898,Sarah Rafferty
1899,Michael Landes
1900,Tommy Pallotta
1901,Madison McKinley
1902,Circus-Szalewski
1903,Mark Caven
1904,Paul Williams
1905,Mary-Kate Olsen
1906,Danny Pino
1907,John Savage
1908,Bruce Thomas
1909,Mandy Gonzalez
1910,Ewen Bremner
1911,Ed Begley Jr.
1912,Belén Rueda
1913,Lina Esco
1914,Chi Chung Lam
1915,Misty Upham
1916,Scott Helvenston
1917,Sammy Nagi Njuguna
1918,Jeffrey Jones
1919,Björk
1920,Cheryl Ladd
1921,Henry Thomas
1922,Ashley Hinshaw
1923,Amber Valletta
1924,Linda Harrison
1925,Brigitte Nielsen
1926,Marc Anthony
1927,Jessica Tandy
1928,Jared Gilman
1929,Lauren Cohan
1930,Rupert Grint
1931,Larry David
1932,Harris Yulin
1933,Dorothy Lyman
1934,Will.i.am
1935,Jansen Panettiere
1936,Mari Koda
1937,Peter Finch
1938,Iddo Goldberg
1939,Patti D'Arbanville
1940,Joyce Van Patten
1941,Caitlin Stasey
1942,Eva Marcille
1943,T.C. Stallings
1944,Raul Julia
1945,Jeffrey Dover
1946,Huell Howser
1947,Rhea Perlman
1948,Anthony Burrell
1949,Chad Allen
1950,Megalyn Echikunwoke
1951,Ben Crompton
1952,Carl Gilliard
1953,Nichole Ceballos
1954,Louise Fletcher
1955,Eddie Marsan
1956,Li Jun Li
1957,Jason Gray-Stanford
1958,Michael Cudlitz
1959,Conrad Coates
1960,Nona Gaye
1961,Phil Davis
1962,Clive Swift
1963,Chloe Rose
1964,Rebecca Mader
1965,Robert Wagner
1966,Angela Bettis
1967,Chelsey Reist
1968,Peter Ostrum
1969,Kayvan Novak
1970,John Belushi
1971,Naomi Watts
1972,Paul Barber
1973,Del Zamora
1974,David Raizor
1975,Steve Schirripa
1976,Joel McHale
1977,Jane Wyman
1978,Debbie Harry
1979,Kim Hunter
1980,Erin Pitt
1981,Mark Zupan
1982,Eme Ikwuakor
1983,Don McKellar
1984,Bree Williamson
1985,Treat Williams
1986,Michelle Hurst
1987,Garrett Clayton
1988,Dianne Wiest
1989,Kath Soucie
1990,Erland Josephson
1991,Colleen Haskell
1992,Grigoriy Dobrygin
1993,Rick Gonzalez
1994,Stuart Margolin
1995,Warren Beatty
1996,Ben Cross
1997,Ernie Reyes Jr.
1998,Elise Neal
1999,Meredith Hagner
2000,Morgan Saylor
2001,Cheryl Hines
2002,Zahn McClarnon
2003,Lenny Venito
2004,Liane Balaban
2005,Chris Brown
2006,Kim Shaw
2007,Alison Doody
2008,Patrick Cranshaw
2009,Tony Chiu Wai Leung
2010,Camren Bicondova
2011,Zak Penn
2012,Tom Hollander
2013,Zak Orth
2014,Tawny Kitaen
2015,Omar Sy
2016,Madison Rothschild
2017,Susan Blommaert
2018,Owen Teale
2019,Neil Flynn
2020,Charles King
2021,Bam Margera
2022,Zach Gilford
2023,Fernanda Montenegro
2024,Charles Grodin
2025,Dwight Yoakam
2026,Mary Elizabeth Mastrantonio
2027,Bob Saget
2028,Joe Ochman
2029,Kevin Breznahan
2030,Lisa Ann
2031,Matt Smith
2032,Julie Benz
2033,Laura San Giacomo
2034,Patrick Cronin
2035,Juan Carlos Montoya
2036,James Robertson Justice
2037,Togo Igawa
2038,Chris Zylka
2039,Monica Potter
2040,Zack Ward
2041,Clovis Fouin
2042,Emma Caulfield
2043,Christopher B. Duncan
2044,Takeshi Kusao
2045,Francesca Capaldi
2046,Gretchen Palmer
2047,Taylor Cole
2048,Sean Hayes
2049,Dyan Cannon
2050,J.K. Simmons
2051,Sarah Michelle Gellar
2052,Cameron Monaghan
2053,Maura Tierney
2054,Connor Paolo
2055,John Patrick Amedori
2056,Nicholas Gonzalez
2057,Griffin Kane
2058,Jon Hunter
2059,Ashley Bell
2060,Rai Alexandra
2061,Olivia Munn
2062,Monda Scott
2063,Bruce Alexander
2064,Poppy Montgomery
2065,Robert Wahlberg
2066,Kyle Hebert
2067,Lara Jean Chorostecki
2068,Jasper Johal
2069,Geraldine Chaplin
2070,Daniel Stewart Sherman
2071,Jeanne Crain
2072,Shelley Hennig
2073,Claudia Stedelin
2074,Jess Harnell
2075,Robert Stadlober
2076,Leon Rippy
2077,Marilyn Burns
2078,Tom Wilkinson
2079,Ming-Na Wen
2080,Kim-Marie Woodhouse
2081,Dr. Dre
2082,Chris Ellis
2083,Jeremy Irvine
2084,Santiago Segura
2085,Lucy Fry
2086,Theresa Randle
2087,Miranda Cosgrove
2088,Sean Maher
2089,David Gallagher
2090,Jason Behr
2091,Peter Appel
2092,Delroy Lindo
2093,Conleth Hill
2094,Portia de Rossi
2095,Jeremy Jordan
2096,Wai-Keung Lau
2097,Silvia Colloca
2098,Stephane Gauger
2099,Gil Bellows
2100,Tobias Menzies
2101,Robyn Lively
2102,Stockard Channing
2103,Albert Delpy
2104,Philippe Nahon
2105,Marshall Bell
2106,Rob McElhenney
2107,Kelly Keaton
2108,Michael Rispoli
2109,André Dussollier
2110,Dan Hicks
2111,Gabriel Beristain
2112,Betty Hutton
2113,Bella Heathcote
2114,Michael J. Pollard
2115,Liza Lapira
2116,Kevin Pollak
2117,Billy Aaron Brown
2118,Ski Carr
2119,Julia Taylor Ross
2120,Clive Standen
2121,George C. Scott
2122,Ben Diskin
2123,Bruce Altman
2124,Robert Rusler
2125,Martin Sharpe
2126,Lochlyn Munro
2127,Jillian Murray
2128,Heather Locklear
2129,John August
2130,Seymour Cassel
2131,Matheus Nachtergaele
2132,Mojgan Faramarzi
2133,Chrystee Pharris
2134,Fritz Kortner
2135,Vic Waghorn
2136,Krista Allen
2137,Katrina Bowden
2138,Timothy Omundson
2139,Olivia Newton-John
2140,Kevin McGowan
2141,Kirk Cameron
2142,Burt Kwouk
2143,Beth Broderick
2144,Pierre Perrier
2145,Jordana Spiro
2146,Franky G
2147,Hilda Bernard
2148,Cyd Charisse
2149,Demetrius Grosse
2150,Ellen Block
2151,Scott Mechlowicz
2152,Reg E. Cathey
2153,Rachel Hendrix
2154,Jerry Stiller
2155,Owen Burke
2156,Ki Hong Lee
2157,Don Ameche
2158,Patrick Kilpatrick
2159,Tim DeKay
2160,Richard Dawson
2161,Sasha Roiz
2162,Paul Adelstein
2163,Steve Buscemi
2164,Aida Elkashef
2165,Sissy Petropoulou
2166,Malik Yoba
2167,Gene Simmons
2168,Darren Keefe Reiher
2169,Eric Sheffer Stevens
2170,Donna Murphy
2171,Jean Marsh
2172,Whit Spurgeon
2173,Jacob Hopkins
2174,Tony Noble
2175,David Kennedy
2176,Drake Bell
2177,Andre Braugher
2178,Paul Hickert
2179,Yves Jacques
2180,Sam Jaeger
2181,Crystal R. Fox
2182,Mykel Shannon Jenkins
2183,Brad James
2184,Fortunato Cerlino
2185,Ken Burns
2186,Haley Ramm
2187,Gloria Grahame
2188,James Wolk
2189,John Kapelos
2190,Max Ryan
2191,Mo'Nique
2192,Jack Davenport
2193,Michelle Simone Miller
2194,Thom Mathews
2195,Liya Kebede
2196,Denis Lavant
2197,Denzel Washington
2198,Georgia Groome
2199,Steve Diasparra
2200,Céline Sallette
2201,Kerry Cahill
2202,Lionel Barrymore
2203,Ali Hillis
2204,Gregory Scott Cummins
2205,Toby Huss
2206,Lorraine Bracco
2207,Alix Freihage
2208,Mark Margolis
2209,Kiowa Gordon
2210,Oana Pellea
2211,Anna Nakagawa
2212,Valeria Golino
2213,John Cameron Mitchell
2214,Jean-Louis Blondeau
2215,Katie Aselton
2216,Anthony Reynolds
2217,April Winchell
2218,Sharat Saxena
2219,Mary Norwood
2220,Kyla Wise
2221,Annabeth Gish
2222,Flea
2223,Natasha Lyonne
2224,Harvey Korman
2225,Lila Kedrova
2226,Joaquín Cosio
2227,Mini Anden
2228,Tina Fey
2229,Peter Marquardt
2230,Anatoliy Solonitsyn
2231,Jessica Bowman
2232,Daniel Radcliffe
2233,Sally Kirkland
2234,Nikki Griffin
2235,Ezra Miller
2236,Stephanie Leonidas
2237,Alana Kaniewski
2238,Martha Higareda
2239,Rie Rasmussen
2240,John Arcilla
2241,Shelley Conn
2242,Luke Edwards
2243,Gian Maria Volontè
2244,Jaycee Chan
2245,Karl Malden
2246,Mario Van Peebles
2247,Lucas Bryant
2248,Laura Fraser
2249,Ken Siu
2250,Marv Albert
2251,Greg D'Agostino
2252,Matthew Emerick
2253,David Kelly
2254,Eve Ensler
2255,Lincoln Hoppe
2256,Fred Gwynne
2257,Jean Smart
2258,Dan Byrd
2259,Paul McGann
2260,Linden Ashby
2261,Barbara Hershey
2262,Charlie Saxton
2263,Dave Annable
2264,Ron Lester
2265,Kirsten Dunst
2266,Jeanne Moreau
2267,Val Kilmer
2268,Michael Lerner
2269,Jane Krakowski
2270,Hope Davis
2271,Brian d'Arcy James
2272,Ivan Barnev
2273,Fernando Cayo
2274,Henry Cavill
2275,Lena Dunham
2276,Jorge Luis Moreno
2277,Bárbara Goenaga
2278,Conrad Kemp
2279,Goya Toledo
2280,Rosie Traynor
2281,Gaia Weiss
2282,Aleksey Serebryakov
2283,Evan Jones
2284,Shanley Caswell
2285,Nate Richert
2286,Vera Ngassa
2287,Phil Collins
2288,Wanda Sykes
2289,Shun Oguri
2290,Robert Duvall
2291,Michael Greyeyes
2292,Matt King
2293,Tom Sturridge
2294,Simon Woods
2295,Bill Duke
2296,Gia Mantegna
2297,Tuesday Knight
2298,Jack O'Halloran
2299,Josie Ho
2300,Rollo Weeks
2301,Rachel Ann Mullins
2302,Teri Garr
2303,Atticus Shaffer
2304,Kate Upton
2305,Eva Carrozza
2306,Amber Armstrong
2307,Jacques Gamblin
2308,Jonny Weston
2309,Irene Dunne
2310,Angel Coulby
2311,Nicholas Tse
2312,Carroll O'Connor
2313,Robert Amaya
2314,Christian Bale
2315,Ned Bellamy
2316,Arben Bajraktaraj
2317,David Walliams
2318,Daryl Sabara
2319,Michael O'Keefe
2320,Ji-won Ha
2321,Soledad Villamil
2322,Zach Galligan
2323,Will Ferrell
2324,Wilbur 'Hi-Fi' White
2325,Eric McCormack
2326,Jan Haley
2327,Eve
2328,Casper Martinez
2329,Dennis L.A. White
2330,Molly Shannon
2331,Sergio Calderón
2332,Danneel Ackles
2333,Lee Norris
2334,Johanna Wokalek
2335,Nigel Whitmey
2336,Jon Hamm
2337,Roger Willie
2338,Jason Priestley
2339,Eddie Spears
2340,Jason Flemyng
2341,Abhishek Bachchan
2342,Daniel London
2343,Matt Johnson
2344,Bridgit Mendler
2345,Simon Callow
2346,Reggie Lee
2347,Josh Stamberg
2348,Dylan Kussman
2349,Saad Siddiqui
2350,Jenni Rivera
2351,Shelley Long
2352,Paul Winfield
2353,Kristen Stewart
2354,Shô Kosugi
2355,Grace Phipps
2356,Kevin Clash
2357,Rick Yune
2358,Charles Martin Smith
2359,Ahmad Massad
2360,Joe Marino
2361,Sakae Kimura
2362,Odessa Rae
2363,Jill St. John
2364,Jarrod Bunch
2365,Nora von Waldstätten
2366,David Arquette
2367,Florence Henderson
2368,Dominik Castell
2369,Daniel Travis
2370,Martin Lucey
2371,Brad Schmidt
2372,Mem Ferda
2373,Jack Warden
2374,Derick Martini
2375,Mike Doyle
2376,Taylor Lautner
2377,David Douglas
2378,Mohamad Haref Harati
2379,Valerie Tian
2380,Amber Stevens West
2381,Shengyi Huang
2382,Teo Halm
2383,Philippe Petit
2384,Jeremy Kemp
2385,Jenny O'Hara
2386,Saurabh Shukla
2387,Jack McGraw
2388,Sophia Myles
2389,Robin Sachs
2390,Billy Brown
2391,Tim Healy
2392,Stephen Marcus
2393,Neil Brown Jr.
2394,Jacques Perrin
2395,Bernard Fox
2396,Carmen Electra
2397,Anthony Edwards
2398,Brian Herzlinger
2399,Richard Gant
2400,Will Geer
2401,Michael Angarano
2402,Tom Everett
2403,Renee Faia
2404,Big Budah
2405,Adrienne Frantz
2406,Richard Howland
2407,David Alan Basche
2408,Boyd Banks
2409,Peter Jason
2410,Nathaniel Parker
2411,Alex Meraz
2412,Brittney Powell
2413,Kip Pardue
2414,Mia Kirshner
2415,Bonnie Henna
2416,Bradley Whitford
2417,Ally Walker
2418,Tony Way
2419,Ty Olsson
2420,David Suchet
2421,Randall 'Tex' Cobb
2422,Jennifer Butler
2423,Brian Geraghty
2424,Zinedine Soualem
2425,Peter Feeney
2426,Faizon Love
2427,Brooke Shields
2428,Kyra Nichols
2429,Morgan Freeman
2430,Yassine Azzouz
2431,Wagner Moura
2432,Molly Dunsworth
2433,Vinessa Shaw
2434,Jacob Vargas
2435,Marty Lindsey
2436,Steve Burg
2437,Stephen Amell
2438,Melissa Roxburgh
2439,Howard Hesseman
2440,Kristen Cloke
2441,Viggo Mortensen
2442,Kevin Connolly
2443,August Diehl
2444,Alex Désert
2445,Dayo Okeniyi
2446,Brigitte Helm
2447,Karl Collins
2448,Louise Brealey
2449,Vera Wilson
2450,Kelly Preston
2451,Peter Vaughan
2452,Cynthia Barrett
2453,Bertrand Cantat
2454,Sonja Sohn
2455,James Urbaniak
2456,Natalie Imbruglia
2457,Ann Talman
2458,Peter Agnefjall
2459,Jeremy W. Auman
2460,Laila Haley
2461,Earl Cameron
2462,Mae Marsh
2463,Jeremy Owen
2464,Dougray Scott
2465,Ty Burrell
2466,Paul Guilfoyle
