movie_id,director_id,duration,gross,movie_title,num_voted_users,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
162650,866,99.0,70327868.0,Shaft,58416,English,Germany,R,46000000.0,2000.0,5.9,2.35
118617,1573,94.0,58297830.0,Anastasia,86347,English,USA,G,50000000.0,1997.0,7.1,2.35
203009,43,127.0,57386369.0,Moulin Rouge!,224013,English,USA,PG-13,52500000.0,2001.0,7.6,2.35
249478,1830,89.0,45207112.0,Domestic Disturbance,21283,English,USA,PG-13,53000000.0,2001.0,5.5,2.35
1355683,1246,123.0,62563543.0,Black Mass,115216,English,USA,R,53000000.0,2015.0,7.0,2.35
418689,1244,135.0,33574332.0,Flags of Our Fathers,101221,English,USA,R,90000000.0,2006.0,7.1,2.35
1197624,1634,118.0,73343413.0,Law Abiding Citizen,217480,English,USA,R,50000000.0,2009.0,7.4,2.35
462322,2306,189.0,25031037.0,Grindhouse,155496,English,USA,R,53000000.0,2007.0,7.6,2.35
120603,1303,172.0,22843047.0,Beloved,6082,English,USA,R,55000000.0,1998.0,5.9,1.85
338216,2191,124.0,5755286.0,Lucky You,18310,English,USA,PG-13,55000000.0,2007.0,5.9,2.35
264464,177,141.0,164435221.0,Catch Me If You Can,525801,English,USA,PG-13,52000000.0,2002.0,8.0,1.85
1790885,2349,157.0,95720716.0,Zero Dark Thirty,216032,English,USA,R,40000000.0,2012.0,7.4,1.85
452594,914,106.0,118683135.0,The Break-Up,102167,English,USA,PG-13,52000000.0,2006.0,5.8,1.85
795421,966,108.0,143704210.0,Mamma Mia!,145974,English,USA,PG-13,52000000.0,2008.0,6.3,2.35
817230,629,125.0,110476776.0,Valentine's Day,95437,English,USA,PG-13,52000000.0,2010.0,5.7,1.85
377818,1926,107.0,80270227.0,The Dukes of Hazzard,66382,English,USA,PG-13,50000000.0,2005.0,5.1,2.35
120863,1112,215.0,36385763.0,The Thin Red Line,138941,English,USA,R,52000000.0,1998.0,7.6,2.35
1488555,979,118.0,37035845.0,The Change-Up,136680,English,USA,R,52000000.0,2011.0,6.4,2.35
125664,2119,118.0,34580635.0,Man on the Moon,100743,English,UK,R,52000000.0,1999.0,7.4,2.35
112641,1703,178.0,42438300.0,Casino,333542,English,USA,R,52000000.0,1995.0,8.2,2.35
1179034,862,92.0,23324666.0,From Paris with Love,97775,English,France,R,52000000.0,2010.0,6.5,2.35
245803,1509,104.0,23020488.0,Bulletproof Monk,42324,English,USA,PG-13,52000000.0,2003.0,5.5,2.35
183505,1005,116.0,90567722.0,"Me, Myself & Irene",185878,English,USA,R,51000000.0,2000.0,6.5,1.85
414853,1440,90.0,72601713.0,Barnyard,21396,English,Germany,PG,51000000.0,2006.0,5.6,1.85
790604,2165,93.0,35092918.0,Deck the Halls,15740,English,USA,PG,,2006.0,4.9,1.85
1259571,381,130.0,296623634.0,The Twilight Saga: New Moon,220758,English,USA,PG-13,50000000.0,2009.0,4.6,2.35
126029,2109,90.0,267652016.0,Shrek,467113,English,USA,PG,60000000.0,2001.0,7.9,1.85
1385826,1326,106.0,62453315.0,The Adjustment Bureau,200035,English,USA,PG-13,50200000.0,2011.0,7.1,1.85
102798,1002,155.0,165500000.0,Robin Hood: Prince of Thieves,145257,English,USA,PG-13,48000000.0,1991.0,6.9,1.85
116695,1503,139.0,153620822.0,Jerry Maguire,189923,English,USA,R,50000000.0,1996.0,7.3,1.85
1637725,1744,112.0,218628680.0,Ted,471644,English,USA,R,50000000.0,2012.0,7.0,1.85
119822,987,139.0,147637474.0,As Good as It Gets,224671,English,USA,PG-13,50000000.0,1997.0,7.7,1.85
129290,1376,115.0,135014968.0,Patch Adams,80580,English,USA,PG-13,50000000.0,1998.0,6.7,2.35
1229340,2012,143.0,2175312.0,Anchorman 2: The Legend Continues,131227,English,USA,PG-13,50000000.0,2013.0,6.3,2.35
280590,1405,96.0,126203320.0,Mr. Deeds,110432,English,USA,PG-13,50000000.0,2002.0,5.8,1.85
1650062,1294,112.0,126975169.0,Super 8,287822,English,USA,PG-13,50000000.0,2011.0,7.1,2.35
195685,425,131.0,125548685.0,Erin Brockovich,135246,English,USA,R,52000000.0,2000.0,7.3,1.85
251127,1471,116.0,105807520.0,How to Lose a Guy in 10 Days,156717,English,USA,PG-13,50000000.0,2003.0,6.4,1.85
2294449,143,112.0,191616238.0,22 Jump Street,258186,English,USA,R,50000000.0,2014.0,7.1,2.35
110148,2224,123.0,105264608.0,Interview with the Vampire: The Vampire Chronicles,239752,English,USA,R,60000000.0,1994.0,7.6,1.85
1068680,914,104.0,97680195.0,Yes Man,271691,English,USA,PG-13,70000000.0,2008.0,6.8,2.35
1489889,1032,107.0,126088877.0,Central Intelligence,33354,English,USA,PG-13,50000000.0,2016.0,6.6,2.35
120686,605,124.0,91030827.0,Stepmom,46482,English,USA,PG-13,50000000.0,1998.0,6.7,2.35
1528854,1942,96.0,150315155.0,Daddy's Home,54010,English,USA,PG-13,50000000.0,2015.0,6.1,1.85
2180411,29,125.0,127997349.0,Into the Woods,101178,English,USA,PG,50000000.0,2014.0,6.0,2.39
454848,847,129.0,88504640.0,Inside Man,273108,English,USA,R,45000000.0,2006.0,7.6,2.35
120784,2185,90.0,81517441.0,Payback,111368,English,USA,R,50000000.0,1999.0,7.1,2.35
112715,349,109.0,81022333.0,Congo,34471,English,USA,PG-13,50000000.0,1995.0,5.0,1.85
1389137,1503,124.0,75621915.0,We Bought a Zoo,111003,English,USA,PG,,2011.0,7.1,1.85
448011,1187,121.0,79948113.0,Knowing,186879,English,USA,PG-13,50000000.0,2009.0,6.2,2.35
427229,619,95.0,88658172.0,Failure to Launch,58412,English,USA,PG-13,50000000.0,2006.0,5.6,2.35
377109,162,128.0,75888270.0,The Ring Two,71153,English,USA,PG-13,,2005.0,5.4,1.85
1570728,1777,118.0,84244877.0,"Crazy, Stupid, Love.",375456,English,USA,PG-13,50000000.0,2011.0,7.4,2.39
356634,1395,80.0,75367693.0,Garfield,58961,English,USA,PG,35000000.0,2004.0,5.0,1.85
388419,2069,99.0,73701902.0,Christmas with the Kranks,27548,English,USA,PG,60000000.0,2004.0,5.2,2.35
1210166,631,133.0,75605492.0,Moneyball,283563,English,USA,PG-13,50000000.0,2011.0,7.6,1.85
114069,956,127.0,67823573.0,Outbreak,91176,English,USA,R,50000000.0,1995.0,6.6,1.85
2024469,1364,106.0,91439400.0,Non-Stop,200647,English,UK,PG-13,50000000.0,2014.0,7.0,2.35
1075417,501,98.0,67128202.0,Race to Witch Mountain,43328,English,USA,PG,65000000.0,2009.0,5.7,2.35
434409,1530,132.0,70496802.0,V for Vendetta,791783,English,USA,R,54000000.0,2005.0,8.2,2.35
300471,979,114.0,60470220.0,Shanghai Knights,81444,English,USA,PG-13,50000000.0,2003.0,6.2,2.35
381971,1700,78.0,58336565.0,Curious George,12845,English,USA,G,50000000.0,2006.0,6.6,1.85
400497,1629,101.0,66002004.0,Herbie Fully Loaded,36431,English,USA,G,50000000.0,2005.0,4.7,1.85
260866,909,113.0,54997476.0,Don't Say a Word,40362,English,USA,R,50000000.0,2001.0,6.3,2.35
1428538,414,98.0,55682070.0,Hansel & Gretel: Witch Hunters,159868,English,Germany,R,50000000.0,2013.0,6.1,2.35
250797,332,124.0,52752475.0,Unfaithful,63067,English,USA,R,50000000.0,2002.0,6.7,1.85
1464540,97,109.0,55092830.0,I Am Number Four,195043,English,USA,PG-13,60000000.0,2011.0,6.1,1.85
4172430,1964,144.0,52822418.0,13 Hours,47764,English,USA,R,50000000.0,2016.0,7.4,2.35
2262227,2022,95.0,50150619.0,The Book of Life,45580,English,USA,PG,50000000.0,2014.0,7.3,2.35
408345,1834,105.0,48745150.0,Firewall,50170,English,USA,PG-13,50000000.0,2006.0,5.8,2.35
118548,1244,121.0,50007168.0,Absolute Power,39529,English,USA,R,50000000.0,1997.0,6.7,2.35
119173,254,125.0,48154732.0,G.I. Jane,60326,English,USA,R,50000000.0,1997.0,5.8,2.35
119174,1169,129.0,48265581.0,The Game,261069,English,USA,R,50000000.0,1997.0,7.8,2.35
384537,989,132.0,46982632.0,Silent Hill,172792,English,Canada,R,50000000.0,2006.0,6.6,2.35
191397,2312,118.0,44737059.0,The Replacements,48322,English,USA,PG-13,50000000.0,2000.0,6.5,1.85
1605630,2294,113.0,56724080.0,American Reunion,172112,English,USA,R,50000000.0,2012.0,6.7,1.85
120768,1634,140.0,44484065.0,The Negotiator,107227,English,Germany,R,50000000.0,1998.0,7.3,2.35
2106361,990,89.0,47553512.0,Into the Storm,54101,English,USA,PG-13,50000000.0,2014.0,5.8,1.85
109254,338,104.0,42610000.0,Beverly Hills Cop III,60293,English,USA,R,55000000.0,1994.0,5.5,1.85
99700,510,106.0,41482207.0,Gremlins 2: The New Batch,68428,English,USA,PG-13,50000000.0,1990.0,6.3,1.85
1872194,979,141.0,47105085.0,The Judge,136973,English,USA,R,50000000.0,2014.0,7.4,2.35
119874,465,124.0,41256277.0,The Peacemaker,46451,English,USA,R,50000000.0,1997.0,5.9,2.35
318627,1646,98.0,50740078.0,Resident Evil: Apocalypse,151580,English,Germany,R,45000000.0,2004.0,6.2,2.35
317198,1416,108.0,40203020.0,Bridget Jones: The Edge of Reason,74315,English,UK,R,40000000.0,2004.0,5.9,2.35
313443,1559,114.0,40905277.0,Out of Time,45895,English,USA,R,50000000.0,2003.0,6.5,2.35
110725,261,101.0,38590500.0,On Deadly Ground,17997,English,USA,R,50000000.0,1994.0,4.4,2.35
424774,2306,93.0,39177541.0,The Adventures of Sharkboy and Lavagirl 3-D,20310,English,USA,PG,50000000.0,2005.0,3.5,1.85
163978,2039,119.0,39778599.0,The Beach,176169,English,USA,R,50000000.0,2000.0,6.6,2.35
350028,629,119.0,37486138.0,Raising Helen,30890,English,USA,PG-13,50000000.0,2004.0,6.0,1.85
1186367,1530,99.0,38105077.0,Ninja Assassin,58349,English,USA,R,40000000.0,2009.0,6.4,2.35
126916,1531,137.0,35168395.0,For Love of the Game,26034,English,USA,PG-13,50000000.0,1999.0,6.5,2.35
117765,2247,117.0,32800000.0,Striptease,34896,English,USA,R,40000000.0,1996.0,4.3,1.85
1392197,619,87.0,33643461.0,Marmaduke,11257,English,USA,PG,50000000.0,2010.0,4.2,2.35
1212419,1244,129.0,32741596.0,Hereafter,80140,English,USA,PG-13,50000000.0,2010.0,6.5,2.35
112401,1138,132.0,30306268.0,Assassins,62981,English,France,R,50000000.0,1995.0,6.3,1.85
367959,1865,131.0,27667947.0,Hannibal Rising,86374,English,UK,R,50000000.0,2007.0,6.2,2.35
160916,500,95.0,27067160.0,The Story of Us,18404,English,USA,R,50000000.0,1999.0,5.9,1.85
1517260,1798,125.0,26616999.0,The Host,92461,English,USA,PG-13,40000000.0,2013.0,5.9,2.35
264395,1119,98.0,26536120.0,Basic,49926,English,Germany,R,50000000.0,2003.0,6.5,2.35
309377,1244,110.0,26199517.0,Blood Work,34356,English,USA,R,50000000.0,2002.0,6.4,2.35
963178,1107,118.0,25450527.0,The International,80196,English,USA,R,50000000.0,2009.0,6.5,2.35
116225,422,101.0,25407250.0,Escape from L.A.,54021,English,USA,R,50000000.0,1996.0,5.7,2.35
129167,377,90.0,23159305.0,The Iron Giant,128455,English,USA,PG,70000000.0,1999.0,8.0,2.35
362270,1352,119.0,24006726.0,The Life Aquatic with Steve Zissou,139535,English,USA,R,50000000.0,2004.0,7.3,2.35
1124037,112,139.0,20389967.0,Free State of Jones,3077,English,USA,R,50000000.0,2016.0,6.7,1.85
289992,54,130.0,19593740.0,The Life of David Gale,88270,English,USA,R,50000000.0,2003.0,7.5,2.35
331933,251,100.0,19118247.0,Man of the House,19829,English,USA,PG-13,40000000.0,2005.0,5.4,2.35
2199571,1364,114.0,26442251.0,Run All Night,76010,English,USA,R,50000000.0,2015.0,6.6,2.35
765443,49,96.0,17114882.0,Eastern Promises,189249,English,USA,R,25000000.0,2007.0,7.7,1.85
378109,48,110.0,18472363.0,Into the Blue,63599,English,USA,PG-13,50000000.0,2005.0,5.8,2.35
151137,1907,158.0,14131298.0,The Messenger: The Story of Joan of Arc,55889,English,France,R,390000000.0,1999.0,6.4,2.35
1240982,2338,102.0,21557240.0,Your Highness,85237,English,USA,R,49900000.0,2011.0,5.6,2.35
1462041,1696,84.0,21283440.0,Dream House,46239,English,USA,PG-13,55000000.0,2011.0,6.0,2.35
119592,1991,115.0,10556196.0,Mad City,16562,English,USA,PG-13,50000000.0,1997.0,6.2,2.35
109190,1328,99.0,16671505.0,Baby's Day Out,33186,English,USA,PG,50000000.0,1994.0,5.9,1.85
114345,874,135.0,10400000.0,The Scarlet Letter,12037,English,USA,R,50000000.0,1995.0,5.1,2.35
977855,1372,108.0,9528092.0,Fair Game,38513,English,USA,PG-13,22000000.0,2010.0,6.8,2.35
421054,2265,127.0,10137232.0,Domino,58015,English,France,R,50000000.0,2005.0,6.0,2.35
113451,703,107.0,9795017.0,Jade,9227,English,USA,R,50000000.0,1995.0,5.1,1.85
1034032,159,95.0,20488579.0,Gamer,113483,English,USA,R,50000000.0,2009.0,5.8,1.85
1559547,1982,124.0,19445217.0,Beautiful Creatures,67796,English,USA,PG-13,60000000.0,2013.0,6.2,2.35
266452,1133,109.0,8355815.0,Death to Smoochy,34730,English,UK,R,55000000.0,2002.0,6.4,1.85
1608290,2354,102.0,28837115.0,Zoolander 2,34964,English,USA,PG-13,50000000.0,2016.0,4.8,2.35
315824,1411,88.0,6471394.0,The Big Bounce,15880,English,USA,PG-13,50000000.0,2004.0,4.9,2.35
181151,921,87.0,6291602.0,What Planet Are You From?,8070,English,USA,R,50000000.0,2000.0,5.6,1.85
1502404,942,104.0,10706786.0,Drive Angry,81800,English,USA,R,50000000.0,2011.0,5.5,1.85
891592,229,96.0,8742261.0,Street Fighter: The Legend of Chun-Li,19824,English,Canada,PG-13,18000000.0,2009.0,3.7,2.35
267804,2000,85.0,43905746.0,The One,77684,English,USA,PG-13,49000000.0,2001.0,5.9,2.35
98987,2373,104.0,21413502.0,The Adventures of Ford Fairlane,14429,English,USA,R,40000000.0,1990.0,6.3,2.35
1131729,1453,135.0,7994115.0,Pirate Radio,90932,English,UK,R,,2009.0,7.4,2.35
181865,425,190.0,124107476.0,Traffic,170684,English,USA,R,48000000.0,2000.0,7.6,1.85
97576,177,127.0,197171806.0,Indiana Jones and the Last Crusade,515306,English,USA,PG-13,48000000.0,1989.0,8.3,2.35
1781769,2208,129.0,12802907.0,Anna Karenina,70886,English,UK,R,,2012.0,6.6,2.35
1823672,2013,120.0,31569268.0,Chappie,172965,English,USA,R,49000000.0,2015.0,6.9,2.35
145681,1428,118.0,66488090.0,The Bone Collector,120202,English,USA,R,48000000.0,1999.0,6.7,2.35
258000,1169,112.0,95308367.0,Panic Room,206104,English,USA,R,48000000.0,2002.0,6.8,2.35
473553,1754,89.0,,The Tooth Fairy,1263,English,USA,,1500000.0,2006.0,4.6,1.78
120188,199,114.0,60652036.0,Three Kings,137854,English,USA,R,48000000.0,1999.0,7.1,2.35
1014763,916,137.0,1206135.0,Child 44,40568,English,Czech Republic,R,50000000.0,2015.0,6.4,2.35
250687,1799,112.0,56607223.0,Rat Race,93367,English,Canada,PG-13,48000000.0,2001.0,6.4,2.35
272152,865,120.0,50173190.0,K-PAX,148490,English,USA,PG-13,48000000.0,2001.0,7.4,2.35
35423,1831,123.0,47095453.0,Kate & Leopold,64595,English,USA,PG-13,48000000.0,2001.0,6.4,1.85
230030,1143,93.0,37879996.0,Bedazzled,81888,English,USA,PG-13,48000000.0,2000.0,6.0,2.35
87089,2036,123.0,25900000.0,The Cotton Club,12771,English,USA,R,58000000.0,1984.0,6.5,1.85
381849,1831,122.0,53574088.0,3:10 to Yuma,237872,English,USA,R,55000000.0,2007.0,7.8,2.35
2446042,949,115.0,89253340.0,Taken 3,133436,English,France,PG-13,48000000.0,2014.0,6.0,2.35
120780,425,123.0,37339525.0,Out of Sight,71708,English,USA,R,48000000.0,1998.0,7.0,1.85
115798,2354,96.0,60154431.0,The Cable Guy,122347,English,USA,PG-13,47000000.0,1996.0,6.0,2.35
150433,665,110.0,528972.0,Earth,5639,Hindi,India,Unrated,,1998.0,7.8,
99422,784,105.0,103738726.0,Dick Tracy,47819,English,USA,PG,100000000.0,1990.0,6.1,1.85
155267,1119,113.0,69304264.0,The Thomas Crown Affair,73068,English,USA,R,48000000.0,1999.0,6.8,2.35
200027,621,132.0,29781453.0,Riding in Cars with Boys,22447,English,USA,PG-13,48000000.0,2001.0,6.4,1.85
69293,462,115.0,,Solaris,54057,Russian,Soviet Union,PG,1000000.0,1972.0,8.1,2.35
308353,383,75.0,15519841.0,Happily N'Ever After,8693,English,USA,PG,47000000.0,2006.0,4.5,1.85
117002,679,108.0,5600000.0,Mary Reilly,11913,English,USA,R,47000000.0,1996.0,5.8,1.85
119738,1767,105.0,126805112.0,My Best Friend's Wedding,98199,English,USA,PG-13,46000000.0,1997.0,6.3,2.35
265029,2069,102.0,93607673.0,America's Sweethearts,47573,English,USA,PG-13,48000000.0,2001.0,5.7,2.35
278504,300,118.0,67263182.0,Insomnia,218771,English,USA,R,46000000.0,2002.0,7.2,2.35
117731,420,111.0,92001027.0,Star Trek: First Contact,97838,English,USA,PG-13,45000000.0,1996.0,7.6,2.35
1075747,1164,81.0,10539414.0,Jonah Hex,45729,English,USA,PG-13,47000000.0,2010.0,4.7,2.35
115956,1939,116.0,58918501.0,Courage Under Fire,40126,English,USA,R,46000000.0,1996.0,6.6,1.85
119528,1376,86.0,181395380.0,Liar Liar,220392,English,USA,PG-13,45000000.0,1997.0,6.8,1.85
1355631,1064,127.0,14946229.0,The Infiltrator,2581,English,UK,R,25000000.0,2016.0,7.3,2.35
84132,837,140.0,,Inchon,491,English,South Korea,PG,48000000.0,1981.0,2.7,2.35
109813,187,91.0,130512915.0,The Flintstones,60884,English,USA,PG,45000000.0,1994.0,4.8,1.33
1397280,949,98.0,139852971.0,Taken 2,238671,English,France,PG-13,45000000.0,2012.0,6.3,2.35
306047,705,84.0,110000082.0,Scary Movie 3,111526,English,USA,PG-13,48000000.0,2003.0,5.5,1.85
212346,1471,109.0,106807667.0,Miss Congeniality,137377,English,USA,PG-13,45000000.0,2000.0,6.2,1.85
373051,1856,93.0,101702060.0,Journey to the Center of the Earth,85323,English,USA,PG,45000000.0,2008.0,5.8,1.85
368933,629,113.0,95149435.0,The Princess Diaries 2: Royal Engagement,53687,English,USA,G,40000000.0,2004.0,5.7,1.85
107798,835,141.0,100768056.0,The Pelican Brief,59569,English,USA,PG-13,45000000.0,1993.0,6.5,2.35
109446,403,119.0,92115211.0,The Client,45798,English,USA,PG-13,45000000.0,1994.0,6.7,2.35
825232,500,97.0,93452056.0,The Bucket List,184795,English,USA,PG-13,45000000.0,2007.0,7.4,1.85
105112,1428,117.0,83287363.0,Patriot Games,81442,English,USA,R,45000000.0,1992.0,6.9,2.35
369735,1825,101.0,82931301.0,Monster-in-Law,43358,English,Germany,PG-13,60000000.0,2005.0,5.5,2.35
1392214,291,153.0,60962878.0,Prisoners,383591,English,USA,R,46000000.0,2013.0,8.1,1.85
139654,59,122.0,76261036.0,Training Day,305929,English,USA,R,45000000.0,2001.0,7.7,2.35
177789,2399,102.0,71423726.0,Galaxy Quest,123558,English,USA,PG,45000000.0,1999.0,7.3,2.35
257106,2054,83.0,71277420.0,Scary Movie 2,119590,English,USA,R,45000000.0,2001.0,5.2,1.85
1204342,1813,103.0,88625922.0,The Muppets,75176,English,USA,PG,45000000.0,2011.0,7.1,1.85
120611,633,110.0,70001065.0,Blade,191437,English,USA,R,45000000.0,1998.0,7.1,2.35
393162,2378,136.0,67253092.0,Coach Carter,92702,English,USA,PG-13,30000000.0,2005.0,7.2,2.35
264472,1822,91.0,66790248.0,Changing Lanes,57281,English,USA,R,45000000.0,2002.0,6.5,2.35
118615,841,89.0,65557989.0,Anaconda,73539,English,USA,PG-13,45000000.0,1997.0,4.6,2.35
200550,354,107.0,60786269.0,Coyote Ugly,90539,English,USA,PG-13,45000000.0,2000.0,5.6,2.35
314331,1453,129.0,59365105.0,Love Actually,318634,English,UK,R,45000000.0,2003.0,7.7,2.35
120623,1000,95.0,162792677.0,A Bug's Life,211226,English,USA,G,120000000.0,1998.0,7.2,2.35
111255,841,110.0,57362581.0,The Specialist,50148,English,Peru,R,45000000.0,1994.0,5.4,1.85
117918,945,135.0,53854588.0,Tin Cup,37911,English,USA,R,45000000.0,1996.0,6.3,2.35
63829,1637,111.0,,"Yours, Mine and Ours",5888,English,USA,Unrated,2500000.0,1968.0,7.2,1.85
384642,2124,95.0,52580895.0,Kicking & Screaming,30255,English,USA,PG,45000000.0,2005.0,5.6,2.35
371724,1025,109.0,51019112.0,The Hitchhiker's Guide to the Galaxy,155745,English,USA,PG,50000000.0,2005.0,6.8,2.35
396592,85,93.0,48114556.0,Fat Albert,9380,English,USA,PG,26000000.0,2004.0,4.3,2.35
432021,373,94.0,50648679.0,Resident Evil: Extinction,149549,English,France,R,45000000.0,2007.0,6.3,2.35
1086772,208,117.0,46280507.0,Blended,87165,English,USA,PG-13,40000000.0,2014.0,6.5,1.85
408985,31,112.0,38360195.0,Last Holiday,21215,English,USA,PG-13,45000000.0,2006.0,6.4,2.35
110997,2191,111.0,46815748.0,The River Wild,32544,English,USA,PG-13,45000000.0,1994.0,6.3,2.35
113419,2047,96.0,35617599.0,The Indian in the Cupboard,20688,English,USA,PG,45000000.0,1995.0,5.9,1.85
1615065,1019,141.0,47307550.0,Savages,104301,English,USA,R,45000000.0,2012.0,6.5,2.35
337921,1743,94.0,32003620.0,Cellular,79141,English,USA,PG-13,25000000.0,2004.0,6.5,2.35
274166,833,87.0,27972410.0,Johnny English,114692,English,UK,PG,35000000.0,2003.0,6.1,1.85
429589,1993,88.0,28133159.0,The Ant Bully,30055,English,USA,PG,50000000.0,2006.0,5.9,1.85
87182,1717,177.0,27400000.0,Dune,97087,English,USA,PG-13,40000000.0,1984.0,6.6,2.35
959337,2318,119.0,22877808.0,Revolutionary Road,152591,English,USA,R,35000000.0,2008.0,7.3,2.35
450232,1138,102.0,36883539.0,16 Blocks,112769,English,Germany,PG-13,52000000.0,2006.0,6.6,2.35
364970,2250,101.0,22531698.0,Babylon A.D.,81523,English,France,PG-13,70000000.0,2008.0,5.6,2.35
116421,2045,91.0,20400913.0,The Glimmer Man,15455,English,USA,R,45000000.0,1996.0,5.3,1.85
117108,1143,117.0,20101861.0,Multiplicity,24757,English,USA,PG-13,45000000.0,1996.0,6.0,2.35
775552,1843,86.0,25200412.0,Aliens in the Attic,16580,English,USA,PG,45000000.0,2009.0,5.4,1.85
237572,192,124.0,19719930.0,The Pledge,42621,English,USA,R,45000000.0,2001.0,6.8,2.35
395251,1015,134.0,19377727.0,The Producers,35140,English,USA,PG-13,45000000.0,2005.0,6.4,2.35
1343727,1008,95.0,13401683.0,Dredd,203461,English,UK,R,35000000.0,2012.0,7.1,2.35
117331,2006,100.0,17300889.0,The Phantom,27648,English,Australia,PG,45000000.0,1996.0,4.9,2.35
149624,1603,220.0,15527125.0,All the Pretty Horses,11388,English,USA,PG-13,57000000.0,2000.0,5.8,2.35
113987,1019,212.0,13560960.0,Nixon,23996,English,USA,R,50000000.0,1995.0,7.1,2.35
1139328,2350,128.0,15523168.0,The Ghost Writer,132423,English,France,PG-13,45000000.0,2010.0,7.2,2.35
118956,367,106.0,11146409.0,Deep Rising,26551,English,USA,R,45000000.0,1998.0,6.0,2.35
1046997,847,160.0,7916887.0,Miracle at St. Anna,15697,English,USA,R,45000000.0,2008.0,6.0,2.35
473444,875,114.0,6565495.0,Curse of the Golden Flower,36455,Mandarin,China,R,45000000.0,2006.0,7.0,2.35
814022,2096,99.0,15279680.0,Bangkok Dangerous,48245,English,USA,R,40000000.0,2008.0,5.4,1.85
246464,1791,74.0,7262288.0,Big Trouble,17307,English,USA,PG-13,40000000.0,2002.0,6.5,1.85
484740,1104,139.0,4584886.0,Love in the Time of Cholera,19114,English,USA,R,45000000.0,2007.0,6.4,2.35
120107,1994,103.0,2154540.0,Shadow Conspiracy,3803,English,USA,R,45000000.0,1997.0,4.9,2.35
1634122,1295,101.0,8129455.0,Johnny English Reborn,89568,English,USA,PG,45000000.0,2011.0,6.3,2.35
249516,1033,91.0,,Foodfight!,4377,English,USA,PG,65000000.0,2012.0,1.7,
1024648,912,130.0,136019448.0,Argo,452465,English,USA,R,44500000.0,2012.0,7.7,2.35
106977,14,130.0,183875760.0,The Fugitive,213668,English,USA,PG-13,44000000.0,1993.0,7.8,1.85
1038919,2201,110.0,67061228.0,The Bounty Hunter,96565,English,USA,PG-13,40000000.0,2010.0,5.5,2.35
117665,507,147.0,53300852.0,Sleepers,154487,English,USA,R,44000000.0,1996.0,7.5,2.35
89880,1994,96.0,150415432.0,Rambo: First Blood Part II,117606,English,USA,R,44000000.0,1985.0,6.4,2.35
116731,539,118.0,44834712.0,The Juror,13995,English,USA,R,44000000.0,1996.0,5.6,2.35
32910,2315,88.0,84300000.0,Pinocchio,90360,English,USA,Approved,2600000.0,1940.0,7.5,1.37
80855,1496,325.0,1500000.0,Heaven's Gate,9830,English,USA,R,44000000.0,1980.0,6.8,2.35
401855,260,102.0,62318875.0,Underworld: Evolution,156225,English,USA,R,50000000.0,2006.0,6.8,2.35
181536,1636,136.0,51768623.0,Finding Forrester,73006,English,USA,PG-13,43000000.0,2000.0,7.3,2.35
191754,1544,103.0,37035515.0,28 Days,34597,English,USA,PG-13,43000000.0,2000.0,6.0,1.37
342258,2272,103.0,24520892.0,Unleashed,85198,English,France,R,45000000.0,2005.0,7.0,2.35
253867,1274,90.0,24430272.0,The Sweetest Thing,46158,English,USA,R,43000000.0,2002.0,5.1,1.85
106918,1547,154.0,158348400.0,The Firm,88844,English,USA,R,42000000.0,1993.0,6.8,1.85
1438254,132,99.0,31136950.0,Charlie St. Cloud,47364,English,USA,PG-13,44000000.0,2010.0,6.5,2.35
472399,2091,93.0,29113588.0,The Mechanic,117999,English,USA,R,40000000.0,2011.0,6.6,2.35
1232829,143,109.0,138447667.0,21 Jump Street,408302,English,USA,R,42000000.0,2012.0,7.2,2.35
125439,1822,124.0,116006080.0,Notting Hill,203269,English,UK,PG-13,42000000.0,1999.0,7.0,2.35
120630,1951,84.0,106793915.0,Chicken Run,140499,English,UK,G,45000000.0,2000.0,7.0,1.85
343135,1734,90.0,87856565.0,Along Came Polly,106909,English,USA,PG-13,42000000.0,2004.0,5.9,1.85
103859,136,117.0,70100000.0,Boomerang,20183,English,USA,R,40000000.0,1992.0,5.4,1.85
2404463,1080,123.0,159578352.0,The Heat,133177,English,USA,R,43000000.0,2013.0,6.6,2.35
56937,2175,251.0,57750000.0,Cleopatra,21554,English,UK,Approved,31115000.0,1963.0,7.0,2.2
1648179,208,105.0,45290318.0,Here Comes the Boom,74169,English,USA,PG,42000000.0,2012.0,6.5,1.85
257756,1559,115.0,41543207.0,High Crimes,30077,English,USA,PG-13,42000000.0,2002.0,6.3,2.35
117057,977,122.0,41252428.0,The Mirror Has Two Faces,11453,English,USA,PG-13,42000000.0,1996.0,6.5,1.85
265349,242,119.0,35228696.0,The Mothman Prophecies,63677,English,USA,PG-13,32000000.0,2002.0,6.5,2.35
889583,2145,81.0,59992760.0,Brüno,119622,English,USA,R,42000000.0,2009.0,5.8,1.85
97742,2288,133.0,34667015.0,Licence to Kill,74009,English,UK,PG-13,32000000.0,1989.0,6.6,2.35
1486185,900,100.0,37652565.0,Red Riding Hood,91151,English,USA,PG-13,42000000.0,2011.0,5.4,2.35
179626,2167,120.0,24375436.0,15 Minutes,42547,English,USA,R,42000000.0,2001.0,6.1,2.35
108255,73,104.0,20915465.0,Super Mario Bros.,38203,English,UK,PG,42000000.0,1993.0,4.0,1.85
